database/data/terraintextures/grass.dds
72,56
72,57
72,58
72,59
72,60
72,61
72,62
72,63
71,63
71,64
70,64
69,64
68,64
67,64
66,64
65,64
64,64
63,64
62,64
72,64
73,64
74,64
74,63
74,62
74,61
73,62
73,63
74,60
75,60
75,59
75,58
74,58
74,57
74,59
73,60
73,61
74,56
74,55
73,55
73,56
73,57
73,58
72,55
72,54
72,53
73,54
73,59
75,57
75,56
75,55
75,54
75,53
74,53
73,53
74,54
74,52
74,51
73,50
73,49
73,48
73,47
73,46
73,45
73,44
73,43
73,42
73,41
73,40
74,46
74,47
74,48
74,49
74,50
73,52
73,51
74,45
74,44
74,43
74,42
75,52
75,51
75,50
75,49
75,48
75,47
75,46
75,45
75,44
75,43
75,42
74,41
74,40
74,39
75,39
75,40
75,41
74,38
74,37
73,36
73,35
73,37
73,38
73,39
72,36
72,37
72,38
72,39
72,35
72,34
72,33
73,34
74,35
74,36
75,38
76,47
76,48
76,49
76,50
76,51
76,52
76,53
76,54
76,55
76,56
75,61
75,62
75,63
73,65
72,65
71,65
70,65
69,66
68,66
67,66
66,66
65,66
64,66
67,65
68,65
69,65
66,65
65,65
64,65
63,65
62,65
60,64
59,64
60,65
63,66
60,63
61,63
60,62
59,63
58,63
58,62
59,62
59,61
58,61
58,60
59,60
57,60
57,59
57,61
57,62
56,61
56,60
56,59
58,59
58,58
57,58
56,58
56,57
57,57
57,56
56,56
55,56
55,55
55,54
56,55
56,54
56,53
56,52
56,51
56,50
56,49
56,48
56,47
56,46
56,45
56,44
55,45
55,46
55,47
55,48
55,49
55,50
54,51
54,52
54,53
54,54
55,53
55,52
55,51
54,47
54,48
54,49
54,50
54,46
54,45
54,44
54,43
54,42
54,41
55,41
55,42
55,43
55,44
56,43
56,42
57,43
57,42
58,42
58,43
59,42
59,41
58,41
57,41
58,40
58,39
59,39
59,38
59,40
59,37
58,37
58,38
57,39
57,40
56,41
55,40
56,40
56,39
56,38
57,37
57,36
56,37
55,39
57,38
58,36
59,36
59,35
60,35
60,36
58,35
61,35
61,36
62,35
59,34
60,34
61,34
62,34
62,33
61,33
63,33
63,34
64,33
65,33
66,33
67,33
68,33
69,33
70,33
71,33
71,34
70,34
71,35
59,33
60,33
60,32
61,32
62,32
63,32
64,32
65,32
66,32
67,32
68,32
69,32
70,32
75,36
75,37
59,43
53,55
54,55
54,56
55,57
55,58
55,59
55,60
56,62
101,105
61,65
61,64
60,60
60,61
61,61
61,62
62,62
62,63
63,63
62,61
61,60
60,59
61,59
62,59
63,59
64,59
65,59
66,59
67,59
68,59
69,59
69,60
70,60
70,59
71,60
71,61
71,62
70,63
69,63
68,63
70,62
69,62
67,62
66,62
66,63
65,63
65,62
64,62
67,63
63,62
64,63
64,61
64,60
65,61
66,61
63,61
62,60
63,60
65,60
66,60
67,60
68,60
70,61
69,61
68,61
67,61
68,62
71,59
71,58
71,57
71,56
71,55
71,54
71,53
71,52
72,52
72,51
72,50
72,49
72,48
72,47
72,46
72,45
72,44
72,43
72,42
72,41
72,40
71,40
71,39
71,38
71,37
71,36
70,36
70,35
69,34
68,34
64,34
64,35
63,35
63,36
63,37
62,37
62,36
61,37
60,37
59,59
59,58
59,57
58,57
58,56
57,55
57,54
58,55
57,53
57,52
57,51
57,50
57,49
57,48
57,47
57,46
57,45
57,44
59,44
58,44
58,45
60,44
60,43
60,42
60,41
60,40
60,39
60,38
60,58
61,58
38,104
52,52
53,50
53,49
53,48
53,47
53,44
53,45
52,47
52,48
53,51
53,52
53,53
52,53
52,54
52,51
52,50
53,46
54,40
54,39
55,38
55,37
56,36
57,35
57,34
58,34
58,33
62,31
63,31
59,32
61,31
64,31
65,31
66,31
67,31
68,31
69,31
70,31
71,31
72,31
73,32
72,32
71,32
73,33
74,33
75,34
75,35
76,36
76,37
77,37
76,38
76,39
76,40
76,41
76,42
76,43
76,44
76,45
76,46
77,44
77,43
77,42
77,41
77,40
77,39
77,38
77,45
78,46
78,47
77,48
77,49
77,50
77,51
77,52
77,53
77,54
77,55
77,56
77,57
77,58
77,59
77,47
77,46
78,48
78,49
78,50
78,51
78,52
78,53
78,54
78,55
77,60
76,61
76,62
76,63
76,64
76,59
76,58
76,57
76,60
75,64
63,58
64,58
61,57
